File,Sentence,Fronted Element,Fronted Element Type,Locative,Verb,Subject,Quotative,Discourse Function,Information Structure
text_acad_2011.txt,Among the items inventoried were a book on baptism ( taken by son Reuben ) and a three-volume set of seventeenth-century bishop Joseph Hall 's Contemplations on the Old and New Testaments ( taken by son Joseph ) .,Among the items inventoried,PP,Non-locative,were,a book on baptism ( taken by son Reuben ),No,Discourse structuring,Other
text_acad_2011.txt,"On Ben II 's ample store of material possessions , see Jefferson County Loose Probate Files ( unpaginated ) for "" Estate B Manning Deceased "" ( May Manning executor ) , microfilm , Territorial Ambition : Land and Society in Arkansas , 1800-1840 ( Fayetteville , AR , 1993 ) .",On Ben II 's ample store of material possessions,PP,Locative,see,Jefferson County Loose Probate Files ( unpaginated ),No,Scene-setting,Other
text_acad_2011.txt,"On the permeable nature of class lines within kinship groups , see Donald P. McNeilly , The Old South Frontier : Cotton Plantations and the Formation of Arkansas Society , 18191861 ( Fayetteville , AR , 2000 ) ; and Sherrod , "" Simon Manning , "" 22-48 .",On the permeable nature of class lines within kinship groups,PP,Locative,see,"Donald P. McNeilly , The Old South Frontier : Cotton Plantations and the Formation of Arkansas Society , 18191861 ( Fayetteville , AR , 2000 )",No,Scene-setting,Other
text_acad_2011.txt,"On the migration of families like the Jordans , Vickers , Tookes , and Wyches out of this area into Bienville Parish , see Billie Jean Poland , History of Bienville Parish ( Bossier City , LA , 1984 ) , 106 , 437-38 ; Cook , "" Ante-bellum Bienville Parish , "" 57-58 ; and Ricky L. Sherrod , "" The Great Raft , the Great Migration , &; the Rise of Raleigh Williams , North Louisiana History , 39 ( Fall 2008 ) : 180-87 .","On the migration of families like the Jordans , Vickers , Tookes , and Wyches out of this area into Bienville Parish",PP,Locative,see,"Billie Jean Poland , History of Bienville Parish ( Bossier City , LA , 1984 ) , 106 ,",No,Scene-setting,Other
text_acad_2011.txt,"On the migration of families like the Jordans , Vickers , Tookes , and Wyches out of this area into Bienville Parish , see Billie Jean Poland , History of Bienville Parish ( Bossier City , LA , 1984 ) , 106 , 437-38 ; Cook , "" Ante-bellum Bienville Parish , "" 57-58 ; and Ricky L. Sherrod , "" The Great Raft , the Great Migration , &; the Rise of Raleigh Williams , North Louisiana History , 39 ( Fall 2008 ) : 180-87 .","On the migration of families like the Jordans , Vickers , Tookes , and Wyches out of this area into Bienville Parish",PP,Locative,see,"Cook , "" Ante - bellum Bienville Parish , "" 57 - 58 ; and Ricky L. Sherrod , "" The Great Raft , the Great Migration , & ; the Rise of Raleigh Williams , North Louisiana History , 39 ( Fall 2008 ) : 180 - 87",No,Scene-setting,Other
text_acad_2011.txt,Among the first dispossessed were the Cherokees of Georgia .,Among the first dispossessed,PP,Non-locative,were,the Cherokees of Georgia,No,Discourse structuring,Other
text_acad_2011.txt,"Among the units disbanded was the Forty-second Regiment of Foot , which had been stationed in Georgia since 1738 .",Among the units disbanded,PP,Non-locative,was,"the Forty - second Regiment of Foot , which had been stationed in Georgia since 1738",No,Discourse structuring,Other
text_acad_2011.txt,"Though historians view the Malcontents with more sympathy than did the Trustees , the passing of the initial Trustee vision often invokes regret in both researchers and readers .",Though historians view the Malcontents with more sympathy than,VP,Non-locative,did,the Trustees,No,Comparative,Other
text_acad_2011.txt,"Some members of the Trust began to raise questions about Oglethorpe 's expansive role in die colony , the most vocal of whom was James Vernon .",Some members of the Trust began to raise questions about Oglethorpe 's expansive role in die colony,VP,Non-locative,was,James Vernon,No,Comparative,Other
text_acad_2011.txt,"Some members of the Trust began to raise questions about Oglethorpe 's expansive role in die colony , the most vocal of whom was James Vernon .",the most vocal of whom,PP,Non-locative,was,James Vernon,No,Comparative,Other
text_acad_2011.txt,"First , he would send regular reports from Savannah and keep the Trustees better informed of developments than did infrequent correspondent Oglethorpe .","First , he would send regular reports from Savannah and keep the Trustees better informed of developments than",PP,Non-locative,did,infrequent correspondent Oglethorpe,No,Comparative,Other
text_acad_2011.txt,"Mr. Vernon thought fit to take from him Oglethorpe also any concern in the Civil affairs of the Colony , "" wrote the Earl of Egmont.27 </p>",Mr. Vernon thought fit to take from him Oglethorpe also any concern in the Civil affairs of the Colony,VP,Non-locative,wrote,the Earl of Egmont.27,No,Discourse structuring,Other
text_acad_2011.txt,"For brief accounts , see Carole Watterson Troxler , "" William Stephens and the Georgia ' Malcontents ' : Conciliation , Conflict , and Capitulation , "" GHQ 67 ( Spring 1983 ) : 3-34 ; and Betty Wood , "" Thomas Stephens and the Introduction of Black Slavery in Georgia , "" GHQ 58 ( Spring 1974 ) : 24-40 ; Wood , "" A Note on the Georgia Malcontents , </p>",For brief accounts,PP,Non-locative,see,"William Stephens and the Georgia ' Malcontents ' : Conciliation , Conflict , and Capitulation",No,Discourse structuring,Other
text_acad_2011.txt,"Local whites unflinchingly expressed support for the killing ; one quipped that it "" did n't as much as upset a checker game .","Local whites unflinchingly expressed support for the killing ; one quipped that it """,Other,Non-locative,did,as much as upset a checker game,No,Discourse structuring,Other
text_acad_2011.txt,"Historically , rural-urban antagonisms have created the most persistent schism in modern Georgia politics , "" noted the historian Numan V. Bartley .","Historically , rural - urban antagonisms have created the most persistent schism in modern Georgia politics",VP,Non-locative,noted,the historian Numan V. Bartley,No,Comparative,Other
text_acad_2011.txt,"Wilkinson County exhibited all of these characteristics and supremacy , was the site of at least four lynching incidents between 1882 and 1930 .","Wilkinson County exhibited all of these characteristics and supremacy ,",Other,Non-locative,was,the site of at least four lynching incidents between 1882 and 1930,No,Discourse structuring,Other
text_acad_2011.txt,"Even if he did , is it likely and realizing he spoke in the deep Southland , would speak out ?",Even if he did,Quotative,Non-locative,is,it,No,Discourse structuring,Other
text_acad_2011.txt,"Hill owned a shiny 1946 Ford which mysteriously caught fire and burned up while it was parked a month ago , "" noted the Atlanta Daily World .",Hill owned a shiny 1946 Ford which mysteriously caught fire and burned up while it was parked a month ago,VP,Non-locative,noted,the Atlanta Daily World,No,Discourse structuring,Other
text_acad_2011.txt,"They "" just shrugged their shoulders and said : ' I do n't know anything about it , ' "" noted the Chicago Defender .","They "" just shrugged their shoulders and said : ' I do n't know anything about it , ' """,AdvP,Non-locative,noted,the Chicago Defender,No,Discourse structuring,Other
text_acad_2011.txt,"It was steaming "" hot and the clay-packed hills near the Wilkinson-Twiggs County line cracked under the sun 's rays in the early Sunday afternoon , "" reported the Macon News . '","It was steaming "" hot and the clay - packed hills near the Wilkinson - Twiggs County line cracked under the sun 's rays in the early Sunday afternoon , """,AdjP,Non-locative,reported,the Macon News,No,Discourse structuring,Other
text_acad_2011.txt,"Weary of answering questions , "" noted the Macon News , local whites grew hostile and "" reporters were ' frozen out ' despite the summer weather .",Weary of answering questions,AdjP,Non-locative,noted,"the Macon News ,",No,Discourse structuring,Other
text_acad_2011.txt,"The reporters and all made the coroner nervous , "" noted Time magazine .",The reporters and all made the coroner nervous,VP,Non-locative,noted,Time magazine,No,Discourse structuring,Other
text_acad_2011.txt,""" Given their assumptions about southern backwardness and their views on a practice that had become anachronistic elsewhere in the country , the press inflected its reports with condescending depictions of slack-jawed southern "" Ga. , saw it , there was nothing to get excited about , "" wrote Newsweek contemptuously . """,""" Given their assumptions about southern backwardness and their views on a practice that had become anachronistic elsewhere in the country , the press inflected its reports with condescending depictions of slack - jawed southern "" Ga. , saw it , there was nothing to get excited about",VP,Locative,wrote,Newsweek,No,Scene-setting,Other
text_acad_2011.txt,"In out the old familiar words like shocking and brutal , "" commented the Macon News . """,In out the old familiar words like shocking and brutal,PP,Locative,commented,the Macon News,No,Scene-setting,Other
text_acad_2011.txt,"Clearly , the Atlanta and Macon papers supported the white man to be superior to the Negro , "" proclaimed Joe Parham , an editor for the Macon News who wrote several lengthy pieces on the subject of race relations in the weeks following the Hill lynching .","Clearly , the Atlanta and Macon papers supported the white man to be superior to the Negro",VP,Non-locative,proclaimed,"Joe Parham , an editor for the Macon News who wrote several lengthy pieces on the subject of race relations in the weeks following the Hill lynching",No,Discourse structuring,Other
text_acad_2011.txt,"Uncle Alec Boone , I gather , feels that colored people should have their own organizations , their own restaurants and churches and schools and meeting places , "" noted Parham .","Uncle Alec Boone , I gather , feels that colored people should have their own organizations , their own restaurants and churches and schools and meeting places",VP,Locative,noted,Parham,No,Scene-setting,Other
text_acad_2011.txt,"He and his anointed successor , Lieutenant-Governor Marvin Griffin , vowed that white Georgians would oppose so-called interracial mixing ' "" come hell or high water ! '","his anointed successor , Lieutenant - Governor Marvin Griffin",AdjP,Non-locative,come,hell or high water,No,Discourse structuring,Other
text_acad_2011.txt,"He and his anointed successor , Lieutenant-Governor Marvin Griffin , vowed that white Georgians would oppose so-called interracial mixing ' "" come hell or high water ! '","He and his anointed successor , Lieutenant - Governor Marvin Griffin , vowed that white Georgians would oppose so - called interracial mixing ' """,Other,Non-locative,come,hell or high water,No,Discourse structuring,Other
text_acad_2011.txt,"On the Emmett Till lynching and the media storm that it generated , see Stephen J. Whitfield , A Death in the Delta : The Story of Emmett Till ( Baltimore of Persons Unknown : The Lynching of Black America ( New York , 2002 ) , 422-32 .",On the Emmett Till lynching and the media storm that it generated,PP,Locative,see,"Stephen J. Whitfield , A Death in the Delta : The Story of Emmett Till ( Baltimore of Persons",No,Scene-setting,Other
text_acad_2011.txt,"On the Emmett Till lynching and the media storm that it generated , see Stephen J. Whitfield , A Death in the Delta : The Story of Emmett Till ( Baltimore of Persons Unknown : The Lynching of Black America ( New York , 2002 ) , 422-32 .",On the Emmett Till lynching and the media storm that it generated,PP,Locative,see,"The Lynching of Black America ( New York , 2002 ) , 422 - 32",No,Scene-setting,Other
text_acad_2011.txt,"On the bases of support for Talmadge and Carmichael , respectively , see Tim Boyd , "" The 1966 Election in Georgia and the Ambiguity of the White Backlash , "" Journal of Southern History 75 ( May 2009 ) : 311-12.",On the bases of support for Talmadge and Carmichael,PP,Locative,see,"Tim Boyd , "" The 1966 Election in Georgia and the Ambiguity of the White Backlash , "" Journal of Southern History 75 ( May 2009",No,Scene-setting,Other
text_acad_2011.txt,"On Herman Talmadge 's bizarre ascent to power in 1947 , his election in 1948 , and his racist policies , see Tuck , Beyond Atlanta , 69-70 , 74-80 ; Numan V. Bartley , From Thurmond to Wallace : Political Tendencies in Georgia On die racist violence resulting from the 1948 campaign , see Grant , The Way it Was , 368.",On Herman Talmadge 's bizarre ascent to power in 1947,PP,Locative,see,"Numan V. Bartley ,",No,Scene-setting,Other
text_acad_2011.txt,"On Herman Talmadge 's bizarre ascent to power in 1947 , his election in 1948 , and his racist policies , see Tuck , Beyond Atlanta , 69-70 , 74-80 ; Numan V. Bartley , From Thurmond to Wallace : Political Tendencies in Georgia On die racist violence resulting from the 1948 campaign , see Grant , The Way it Was , 368.","his election in 1948 , and his racist policies",PP,Non-locative,see,"Numan V. Bartley ,",No,Scene-setting,Other
text_acad_2011.txt,"On liberals , "" see David R. Goldfield , Black , White , and Southern : Race Relations and Southern Culture , 1940 to the Present ( Baton Rouge , LA , 1990 ) , 66 ; Tuck , Beyond Atlanta , 75-76.",On liberals,PP,Locative,see,"David R. Goldfield , Black , White , and Southern : Race Relations and Southern Culture , 1940",No,Scene-setting,Other
text_acad_2011.txt,"On white moderates , see Tuck , Beyond Atlanta , 25-39 ; Barbara Barksdale Clowse , Ralph McGill : A Biography ( Macon , GA , 1998 ) , 138-42 .",On white moderates,PP,Locative,see,"Barbara Barksdale Clowse , Ralph McGill : A Biography ( Macon , GA , 1998 ) , 138 - 42",No,Scene-setting,Other
text_acad_2011.txt,"On the FBI 's investigations into lynching in the 1940s , see Christopher Waldrep , "" National Policing , Lynching , and Constitutional Change , "" Journal of Southern History 74 ( August 2008 ) : 589-626 .",On the FBI 's investigations into lynching in the 1940s,PP,Locative,see,"Christopher Waldrep , "" National Policing , Lynching , and Constitutional Change , "" Journal of Southern History 74 ( August 2008",No,Scene-setting,Other
text_acad_2011.txt,"On the decline in the Wilkinson County population between 1940 and 1950 , see United States Census Bureau , Seventeenth Census of Population : 1950 , vol.",On the decline in the Wilkinson County population between 1940 and 1950,PP,Locative,see,"United States Census Bureau , Seventeenth Census of Population :",No,Scene-setting,Other
text_acad_2011.txt,"* 17 "" Joe Parham , "" Macon News , June 8 , 1949 ; "" Sheriff Thinks 3 Men were in Lynch Case , "" Dublin Courier-Herald , June 1 , 1949 ; "" The Wilkinson Probe Must Go On , "" Macon Telegraph , June 16 , 1949 ; "" Clue Found , Quiz Slated at ; "" Agents Pressing Irwinton Leads , "" Macon Telegraph , June 6 , 1949 .","* 17 "" Joe Parham , "" Macon News , June 8 , 1949 ; "" Sheriff Thinks 3 Men were in Lynch Case , "" Dublin Courier - Herald , June 1 , 1949 ;",VP,Non-locative,Go,"Macon Telegraph , June 16 , 1949",No,Discourse structuring,Other
text_acad_2011.txt,"Even more important perhaps is the fact that the post-World War II architecture built up under the aegis of the Pax Americana -- NATO , the European Union , and global economic organizations like the World Bank , the International Monetary Fund , and the World Trade Organization -- appears to be headed for dissolution .",Even more important,AdjP,Non-locative,is,"the fact that the post - World War II architecture built up under the aegis of the Pax Americana -- NATO , the European Union , and global economic organizations like the World Bank , the International Monetary Fund , and the World Trade Organization -- appears to be headed for dissolution",No,Evaluative,Other
text_acad_2011.txt,The period 1914-1945 is instructive ; so too is the epoch of Rome 's decline .,The period 1914 - 1945 is instructive,AdjP,Non-locative,is,the epoch of Rome 's decline,No,Discourse structuring,Other
text_acad_2011.txt,The period 1914-1945 is instructive ; so too is the epoch of Rome 's decline .,so too,AdvP,Non-locative,is,the epoch of Rome 's decline,No,Discourse structuring,Other
text_acad_2011.txt,With this comes the ability to adjust to a changing world .,With this,PP,Non-locative,comes,the ability to adjust to a changing world,No,Discourse structuring,Other
text_acad_2011.txt,But what I 'm really after is why Ted Williams froze his head in the first place : Is cryonics even possible ?,But what I ' m really after is why Ted Williams froze his head in the first place,AdvP,Locative,Is,cryonics even possible,No,Scene-setting,Other
text_acad_2011.txt,"If mindfulness produces a sense of freshness and novelty , why is it so hard to pay attention ?",If mindfulness produces a sense of freshness and novelty,Quotative,Non-locative,is,it,No,Discourse structuring,Other
text_acad_2011.txt,"Mindfulness is energy begetting , not consuming , "" says Langer .","Mindfulness is energy begetting , not consuming",Other,Non-locative,says,Langer,Yes,Quotative,Other
text_acad_2011.txt,"The most notable , is the GAT -- a 105-question evaluation focused on five core dimensions : the physical , emotional , social , familial , and spiritual .",The most notable,AdjP,Non-locative,is,"the GAT -- a 105 - question evaluation focused on five core dimensions : the physical , emotional , social , familial , and spiritual",No,Evaluative,Other
text_acad_2011.txt,"Lt. Gen. H. Steven Blum , the National Guard Bureau ( NGB ) Commander at the time , made reference to there being no atheists in foxholes during beyond offensive -- what was he if not an atheist in the foxhole ?","Lt . Gen. H. Steven Blum , the National Guard Bureau ( NGB ) Commander at the time , made reference to there being no atheists in foxholes during beyond offensive",VP,Non-locative,was,he,No,Discourse structuring,Other
text_acad_2011.txt,"Nuclear power is simply too risky , "" said the group 's safe energy advocate Johanna Neumann .",Nuclear power is simply too risky,AdvP,Non-locative,said,the group 's safe energy advocate Johanna Neumann,Yes,Quotative,Other
text_acad_2011.txt,"Spent fuel remains so potent that under certain conditions it could detonate like an atomic bomb , says William Martin , chairman of Nuclear Engineering &; Radiological Sciences at the University of Michigan .",Spent fuel remains so potent that under certain conditions it could detonate like an atomic bomb,VP,Non-locative,says,"William Martin , chairman of Nuclear Engineering &",Yes,Quotative,Other
text_acad_2011.txt,Among these are fail-safe cooling systems .,Among these,PP,Non-locative,are,fail - safe cooling systems,No,Discourse structuring,Other
text_acad_2011.txt,"Citizens are assured equal basic liberties , and the distribution of income and wealth is determined by the free market , "" says Sandel .","Citizens are assured equal basic liberties , and the distribution of income and wealth is determined by the free market",VP,Non-locative,says,Sandel,Yes,Quotative,Other
text_acad_2011.txt,"We ca n't level natural gifts across people , can we ?",We ca n't level natural gifts across people,VP,Non-locative,can,we,No,Discourse structuring,Other
text_acad_2011.txt,"Not really , says Rawls .",Not really,AdvP,Non-locative,says,Rawls,Yes,Quotative,Other
text_acad_2011.txt,"Rawls later downplays its universality but , argues Sandel , even in the United States , Rawls 's thought experiment supports an arid secular public space detached from so much that is central to our identities .","Rawls later downplays its universality but ,",AdvP,Non-locative,argues,Sandel,No,Discourse structuring,Other
text_acad_2011.txt,"As first-century Jewish historian Josephus put it : "" The woman , says the law , is in all things inferior to the man .",As first - century Jewish historian Josephus put it :,VP,Non-locative,says,the law,Yes,Quotative,Other
text_acad_2011.txt,"victories like not erasing women from a picture , or is it better just to consign the Torah and the Talmud to the history shelf and let common sense govern the treatment of gender differences today ?",like not erasing women from a picture,PP,Non-locative,is,it,No,Comparative,Other
text_acad_2011.txt,"That amount is no doubt in proportion to the roaring flood of prescription drug ads seen on prescription drugs than the number of those using cocaine , hallucinogens , and heroin combined , "" says the DEA , and that 's just the users considered to be overdoing prescription meds .","That amount is no doubt in proportion to the roaring flood of prescription drug ads seen on prescription drugs than the number of those using cocaine , hallucinogens , and heroin combined",Other,Non-locative,says,the DEA,Yes,Quotative,Other
text_acad_2011.txt,"</p> "" Like many people , "" says Rail , "" I have often wondered why so many Americans seem so emotionally flat and politically apathetic in response to , or at least complaint .",Like many people,PP,Non-locative,says,Rail,Yes,Quotative,Other
text_acad_2011.txt,"If so , was the trimester system outlined in Roe v. Wade the most prudent approach to balancing the woman 's right against the state 's legitimate interests ?",If so,AdvP,Non-locative,was,the trimester system outlined in Roe v. Wade the most prudent approach to balancing the woman 's right against the state 's legitimate interests,No,Discourse structuring,Other
text_acad_2011.txt,"But not so fast , warns the author .",not so fast,AdvP,Non-locative,warns,the author,No,Discourse structuring,Other
text_acad_2011.txt,"The issue of faith and politics raises two closely related questions : Is the mixing of religion and politics legal , and why does it persist in the United States ? </p>",The issue of faith and politics raises two closely related questions,VP,Non-locative,Is,the mixing of religion and politics,No,Discourse structuring,Other
text_acad_2011.txt,How widespread is mediocre ( or downright bad ) science instruction ?,How widespread,AdjP,Non-locative,is,mediocre ( or downright bad ) science instruction,No,Discourse structuring,Other
text_acad_2011.txt,"These teachers fail to explain the nature of scientific inquiry , undermine the authority of established experts , and legitimize creationist arguments , even if unintentionally , "" wrote Berkman and Plutzer .","These teachers fail to explain the nature of scientific inquiry , undermine the authority of established experts , and legitimize creationist arguments , even if unintentionally",VP,Non-locative,wrote,Berkman and Plutzer,No,Discourse structuring,Other
text_acad_2011.txt,What good is a vigilant eye against an entity of these proportions and the will to seek its own objectives ?,What good,AdjP,Non-locative,is,a vigilant eye against an entity of these proportions and the will to seek its own objectives,No,Discourse structuring,Other
text_acad_2011.txt,"Actually , the better question might be : "" What are practical skills ? ""","Actually , the better question might be : "" What",AdvP,Non-locative,are,practical skills,No,Comparative,Other
text_acad_2011.txt,"</p> Students not only learn the economic decisions industry people must make when tackling a problem , they also emerge with "" a sense of how to collaborate and use their engineering skills , "" said Villanova 's dean of engineering , Gary Gabriele .","< /p > Students not only learn the economic decisions industry people must make when tackling a problem , they also emerge with "" a sense of how to collaborate and use their engineering skills",VP,Non-locative,said,"Villanova 's dean of engineering , Gary Gabriele",Yes,Quotative,Other
text_acad_2011.txt,"And in each case , the question has been raised : Why was our critical infrastructure left so exposed to failure ?","And in each case , the question has been raised",VP,Non-locative,was,our critical infrastructure left so exposed to failure,No,Discourse structuring,Other
text_acad_2011.txt,""" The purpose of CHIL is to ensure flawless execution , that is , getting it done right the first time , "" said Mark D. Stewart , Lockheed Martin Space Systems ' vice president for assembly , test , and launch operations .",""" The purpose of CHIL is to ensure flawless execution , that is , getting it done right the first time",Other,Locative,said,"Mark D. Stewart , Lockheed Martin Space Systems ' vice president for assembly , test , and launch operations",Yes,Quotative,Other
text_acad_2011.txt,"I 'm excited to receive this inaugural award , "" says Ms. Brill .",m excited to receive this inaugural award,AdjP,Non-locative,says,Ms. Brill,Yes,Quotative,Other
text_acad_2011.txt,Among his notable accomplishments was the planning and supervision of a large-scale test burn of synthetic ( coal-derived ) fuel .,Among his notable accomplishments,PP,Non-locative,was,the planning and supervision of a large - scale test burn of synthetic ( coal - derived ) fuel,No,Evaluative,Other
text_acad_2011.txt,"Of particular significance was his novel design , development , and qualification of centrifugal jet engine fuel pumps for the most advanced and powerful engines such as GE90-115B , PW-4098 , and Rolls Royce Trent for Boeing 777 , CFM56-7 for Boeing 737 , BR700 series for Boeing 717 and Gulf-stream , CF34-8 and -10 for Canadian Regional Jets and numerous airframe fuel pumps for commercial and military applications .",Of particular significance,PP,Non-locative,was,"his novel design , development , and qualification of centrifugal jet engine fuel pumps for the most advanced and powerful engines such as GE90 - 115B , PW-4098 , and Rolls Royce Trent for Boeing 777 , CFM56 - 7 for Boeing 737 , BR700 series for Boeing 717 and Gulf - stream , CF34 - 8 and -10",No,Discourse structuring,Other
text_acad_2011.txt,"Its biggest problem was what to do with all the cash , "" said Joseph Phillippi , a long-time industry analyst and founder of AutoTrends Consulting in Andover , N.J. </p>",Its biggest problem was what to do with all the cash,Other,Non-locative,said,"Joseph Phillippi , a long - time industry analyst and founder of AutoTrends Consulting in Andover , N.J.",Yes,Quotative,Other
text_acad_2011.txt,"</p> GM is making more components that hand , could go from the end of one model to full volume production of a new vehicle within six to eight weeks , and only shut the plant down for a couple of weeks , said Brett Smith , co-director of the Center for Automotive Research 's manufacturing group .","< /p > GM is making more components that hand , could go from the end of one model to full volume production of a new vehicle within six to eight weeks , and only shut the plant down for a couple of weeks",VP,Non-locative,said,"Brett Smith , co - director of the Center for Automotive Research 's manufacturing group",Yes,Quotative,Other
text_acad_2011.txt,"Boeing decided to use a global supply network , in part , to help secure financing for the development of the 787 and to land global orders , wrote Richard L. Nolan , a professor of business administration at the University of Washington in Seattle , in the Harvard Business Review 's partners in Japan , China , and Europe have gained access to an unprecedented amount of proprietary Boeing technology .","Boeing decided to use a global supply network , in part , to help secure financing for the development of the 787 and to land global orders",VP,Non-locative,wrote,"Richard L. Nolan , a professor of business administration at the University of Washington in Seattle",No,Discourse structuring,Other
text_acad_2011.txt,"This estimate would seem high were it not for recent research from Aberdeen Group , Boston , on the critical need for solutions to the interoperability problem .",This estimate would seem high,AdjP,Non-locative,were,it,No,Discourse structuring,Other
text_acad_2011.txt,"Therefore , as global energy consumption continues to increase , as much as 50 percent by 2030 , so will the demand for water supplies and resources to support this growth .",as global energy consumption continues to increase,VP,Non-locative,will,the demand for water supplies and resources to support this growth,No,Discourse structuring,Other
text_acad_2011.txt,"Therefore , as global energy consumption continues to increase , as much as 50 percent by 2030 , so will the demand for water supplies and resources to support this growth .",", as much as 50 percent by 2030",Other,Non-locative,will,the demand for water supplies and resources to support this growth,No,Discourse structuring,Other
text_acad_2011.txt,"When combined with analysis software and coaching tips specific to a sport , what emerges is a novel , higy portable and inexpensive technology for sports training .",When combined with analysis software and coaching tips specific to a sport,VP,Non-locative,is,"a novel , higy portable and inexpensive technology for sports training",No,Discourse structuring,Other
text_acad_2011.txt,"When combined with analysis software and coaching tips specific to a sport , what emerges is a novel , higy portable and inexpensive technology for sports training .",what emerges,Other,Non-locative,is,"a novel , higy portable and inexpensive technology for sports training",No,Discourse structuring,Other
text_acad_2011.txt,"The country needs that Shuttle mighty bad , "" said Apollo 16 commander John Young as he walked on the moon on April 21,1972 .",The country needs that Shuttle mighty bad,VP,Non-locative,said,Apollo 16 commander John Young,Yes,Quotative,Other
text_acad_2011.txt,"Whether it 's the government or the private sector that paves the way for the future of the U.S. in space , the best tribute we can pay the Shuttle and the tens of thousands of people who contributed to the program is to make a commitment to the passengers flying on future spacecraft that we 're going to do it right Rogers Commission investigating the Challenger disaster , said it best : "" For a successful technology , reality must take precedence over public relations , because nature can not be fooled .","Whether it 's the government or the private sector that paves the way for the future of the U.S. in space , the best tribute we can pay the Shuttle and the tens of thousands of people who contributed to the program is to make a commitment to the passengers flying on future spacecraft that we 're going to do it right Rogers Commission investigating the Challenger disaster",AdjP,Locative,said,it,No,Scene-setting,Other
text_acad_2011.txt,""" As opposed to the static vision of a social network , our study seeks to understand when and how social relations are produced , "" said Esteban Moro , professor of mathematics at UC3M .",""" As opposed to the static vision of a social network , our study seeks to understand when and how social relations are produced",VP,Non-locative,said,"Esteban Moro , professor of mathematics at UC3 M",Yes,Quotative,Other
text_acad_2011.txt,"To that end , Stanley Black &; Decker uses 3-D printers from Z Corp . of Burlington , Mass. , to ensure its tools will feel good in the worker 's hand , and will ultimately result in a purchase , said John Reed , master prototype specialist for the company in New Britain , Conn .","To that end , Stanley Black & ; Decker uses 3 - D printers from Z Corp . of Burlington , Mass. , to ensure its tools will feel good in the worker 's hand , and will ultimately result in a purchase",VP,Non-locative,said,"John Reed , master prototype specialist for the company in New Britain , Conn",Yes,Quotative,Other
text_acad_2011.txt,"The Socio Patterns project brings together researchers from Italy and France , said Juliette Stehle , a Ph.D .",The Socio Patterns project brings together researchers from Italy and France,VP,Non-locative,said,"Juliette Stehle , a Ph . D",Yes,Quotative,Other
text_acad_2011.txt,""" After a down year in 2009 , the global PLM market came back strong in 2010 , "" said Stan Przybylinski , director of research at PLM consulting and research firm CIMdata Inc .","After a down year in 2009 , the global PLM market came back strong in 2010",VP,Non-locative,said,"Stan Przybylinski , director of research at PLM consulting and research firm CIMdata Inc",Yes,Quotative,Other
text_acad_2011.txt,"The software is still under development , but in initial tests it enabled centimeter-scale GPS positioning -- including altitude -- as often as 97 percent of the time , said Dorota Grejner-Brzezins-ka , professor of civil and environmental engineering and geodetic science at software with colleagues from the University of Warmia and Mazury in Poland .","The software is still under development , but in initial tests it enabled centimeter - scale GPS positioning -- including altitude -- as often as 97 percent of the time",PP,Locative,said,"Dorota Grejner - Brzezins - ka , professor of civil and environmental engineering and geodetic science at software with colleagues from the University of Warmia and Mazury in Poland",Yes,Quotative,Other
text_acad_2011.txt,Especially compelling is the research demonstrating the intensely significant effect of teacher attitudes on student achievement .,Especially compelling,AdjP,Non-locative,is,the research demonstrating the intensely significant effect of teacher attitudes on student achievement,No,Discourse structuring,Other
text_acad_2011.txt,"The Swiss musician and pedagogue Marie-Laure Bachmann writes , It the Dalcroze approach offers many paths to follow , every one of them shaped by its own particular landscape.1Those who experienced lessons with Jaques-Dalcroze were clear about the nature of his teaching : Nothing dogmatic about this , wrote Jacques Copeau , the great theatrical producer .","The Swiss musician and pedagogue Marie - Laure Bachmann writes , It the Dalcroze approach offers many paths to follow , every one of them shaped by its own particular landscape.1Those who experienced lessons with Jaques - Dalcroze were clear about the nature of his teaching : Nothing dogmatic about this",VP,Non-locative,wrote,"Jacques Copeau , the great theatrical producer",No,Comparative,Other
text_acad_2011.txt,"The important point to note here , however , is that for all particular dogma but , ironically , to bring back to religion what they fear it has lost : its spiritual dimension .",The important point to note here,AdjP,Non-locative,is,that,No,Evaluative,Other
text_acad_2011.txt,"Maslow tends to call the ethical principles that flow from spiritual experience spiritual values , that is , values that arise from peak spiritual experiences that help us answer the age-old questions : What is the good life ?","Maslow tends to call the ethical principles that flow from spiritual experience spiritual values , that is , values that arise from peak spiritual experiences that help us answer the age - old questions",VP,Non-locative,is,the good life,No,Discourse structuring,Other
text_acad_2011.txt,"Nor , because of their repetitious requirements , are they effective when taught only once a week or on sporadic occasions .",because of their repetitious requirements,PP,Non-locative,are,they,No,Discourse structuring,Other
text_acad_2011.txt,"Here , the dialectic is flawed in some way , by juxtaposing strategies , students are more likely to recognize false assumptions that may have gone unchallenged in a single strategy , thus deepening their understanding of the material studied.3.Patricia Flowers , What Was That ?","Here , the dialectic is flawed in some way ,",AdvP,Locative,Was,That,No,Scene-setting,Other
