type,sentence,fronted_constituent,verb,subject,constituent_type,is_locative,confidence,validation_reasons,paragraph_index,sentence_index,file
complex_pp_inversion,"THESE ARE ADDED TO STUDIES DATING FROM THE EARLY 1960S THAT SUPPORT THE IMPORTANCE OF SCHOOL LIBRARY PROGRAMS TO STUDENT ACHIEVEMENT AND THE IMPORTANCE OF LIBRARIES AND LIBRARIANS IN DEVELOPING READERS . <p> Even the much-discussed "" No Child Left Behind "" legislation passed by the US Congress in 2001 has taken note of this research by including a section in the bill whose purpose is stated as follows : "" ... to improve literacy skills and academic achievement of students by providing them with access to up-to-date school library materials ; technologically advanced school library media centers ; and professionally certified school library media specialists "" ( NCLB , 2001 ) . <p> In our own schools , we maintain sophisticated electronic library circulation and catalog systems that provide us with a wealth of data on collections and circulation .","Behind "" legislation passed by the US Congress in 2001 has taken note of this research by including a section in the bill whose purpose",is,a centers,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Quoted text spans front and subject - likely not inversion; Common inversion verb; Very long fronted constituent,831,2,text_acad_2004.txt
numeric_inversion,"One striking finding in the first year of the survey is the small number of teacher-librarians who engage in sharing data with administrators and others as illustrated by the following statistics : <p> -- Only 41 percent of teacher-librarians in our state submit an annual ( or more frequent ) report to their principal ; <p> -- 30 percent submit an annual budget request ; <p> -- 13 percent have a library advisory committee ( State Library of Iowa , 2003 ) . <p> All three of these are areas where valuable data supporting school library programs can and should be shared . <p> Annual -- or better yet monthly or semi-annual -- reports to the principal allow you to document and share the variety of things occurring in your library .",One striking finding in the first year of the survey,is,a with administrators and others as illustrated by the following statistics,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,831,23,text_acad_2004.txt
numeric_inversion,"When someone feels weak they ask for help , building the relationship and the trust . "" "" The unsuccessful project failed to instill trust . <p> One teacher-librarian responded to resistance and a seeming lack of trust as follows : <p> "" Hopefully , we can develop a level of trust among us as a group that will allow us to be creative and supportive of each other so that we can set an example for other teachers in the school system and encourage them to do the same . "" SELF-CONFIDENCE IN CONTRIBUTION <p> Confidence @ @ @ @ @ @ @ @ @ @ of the group was a recurring theme within the stories .",One teacher-librarian responded to resistance and a seeming lack of trust as,follows,a level of trust among us as a group that will allow us to be creative and supportive of each other so that we can set an example for other teachers in the school system and encourage them to do the same,Numeric Expression,False,medium,"Subject starts with determiner; Likely a question, not inversion; Common inversion verb; Subject much longer than fronted element",835,73,text_acad_2004.txt
numeric_inversion,One of Tim 's short stories was the seed that led to his novel Boy in the burning house .,One of Tim 's short stories,was,that led to his novel Boy in the burning house,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,841,97,text_acad_2004.txt
numeric_inversion,One of the highlights of my childhood was meeting Chief Dan George in the lobby of the Lions Gate Hospital .,One of the highlights of my childhood,was,an George in the lobby of the Lions Gate Hospital,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,843,1,text_acad_2004.txt
numeric_inversion,"In Washington State , graduation rates are low ( Bylsma @ @ @ @ @ @ @ @ @ @ ( where the term First Nations is used ) , scores on the annual Foundation Skills Assessment are significantly lower than non-aboriginal students ( Foundation Skills Assessment , 2002 ) .",First Nations,is,"an non-aboriginal students ( Foundation Skills Assessment , 2002 )",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,843,3,text_acad_2004.txt
complex_pp_inversion,EDUCATOR 'S REFERENCE DESK REPLACES ASKERIC <p> From the people who created the now-defunct AskERIC service comes The Educator 's Reference Desk ( http : //www.eduref.org ) .,From the people who created the now-defunct AskERIC service,comes,The,PP (Complex Prepositional Phrase),True,high,Subject starts with determiner; Common inversion verb,845,0,text_acad_2004.txt
numeric_inversion,"Most often , each volunteer and African librarian contributes to creating a library as special as the community it serves . <p> Two exchange groups are planned for 2004 : one group is going to Limpopo province July 12-Aug. 12 , and another to KwaZulu Natal ( KZN ) province July 16-Aug. 17 . <p> Applications from interested volunteers around the world are invited .",Two exchange groups,are,her to KwaZulu Natal ( KZN ) province July 16-Aug,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,845,24,text_acad_2004.txt
coordinated_inversion,"Ken Remsen is also the guest columnist for this issue 's Administrator 's Perspective column , "" Using the Library to Improve Student Literacy . "" <p> Get in Line for No Cow Left Behind <p> As a principal facing the task of figuring out all the complexities of the No Child Left Behind legislation and its impact @ @ @ @ @ @ @ @ @ @ strong belief that testing students is the answer to bringing about improvements in student performance . <p> Since testing seems to be a cornerstone to improving performance , I do n't understand why this principle is n't applied to other businesses that are not performing up to expectations .",Behind <p> As a principal facing the task of figuring out all the complexities of the No Child Left Behind legislation and its impact @ @ @ @ @ @ @ @ @ @ strong belief that testing students,is,this principle is n't applied to other businesses that are not performing up to expectations,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,845,34,text_acad_2004.txt
numeric_inversion,AOL Time Wamer/Bulfinch. 0-8212-2781-5 . <p> Ten sure signs a movie character is doomed and other surprising movie lists .,Ten sure signs a movie character,is,her surprising movie lists,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,797,text_acad_2004.txt
numeric_inversion,"Newbery and Caldecott Awards <p> Winners of the @ @ @ @ @ @ @ @ @ @ illustration of works published in the US during the previous year , the most prestigious awards in children 's literature , are : Kate DiCamillo , author of The tale of Despereaux : Being the story of a mouse , a princess , some soup , and a spool of thread , published by Candlewick Press , and Mordicai Gerstein , author and illustrator of The man who walked between the towers , published by Roaring Brook Press/Millbrook Press . <p> Two Newbery Honor Books were named .",Two Newbery Honor Books,were,named,Numeric Expression,False,medium,Common inversion verb,847,849,text_acad_2004.txt
numeric_inversion,"They are : Olive 's ocean by Kevin Henkes , published by Greenwillow Books ; and An American plague : The true and terrifying story of the yellow fever epidemic of 1793 by Jim Murphy , published by Clarion Books . <p> Three Caldecott Honor Books were named .",Three Caldecott Honor Books,were,named,Numeric Expression,False,medium,Common inversion verb,847,850,text_acad_2004.txt
numeric_inversion,"Batchelder Award for its publication of Run , boy , run , The award is given for the most outstanding children 's book originally published in a foreign language and subsequently translated into English for publication in the United States , Originally published in 2001 in Hebrew , the book was written by Uri Orlev and translated by Hillel Halkin . <p> One Batchelder Honor Book was selected , published by Chronicle Books , The man who went to the far side of the moon : The story of Apollo 11 astronaut Michael Collins was written by Bea Uusma Schyffert and translated from Swedish by Emi Guner . <p> The Mildred L.",One Batchelder Honor Book,was,a Uusma Schyffert and translated from Swedish by Emi Guner,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,847,854,text_acad_2004.txt
numeric_inversion,"Bryan has been writing and illustrating children 's books for more than 30 years . <p> Three Coretta Scott King Author Honor Books were selected : Days of jubilee : The end of slavery in the United States by Patricia and Fredrick McKissack , published by Scholastic ; Locomotion by Jacqueline Woodson , published by G.P.",Three Coretta Scott King Author Honor Books,were,a and Fredrick McKissack,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,862,text_acad_2004.txt
numeric_inversion,"Draper , published by Atheneum Books for Young Readers . <p> Two Coretta Scott King Illustrator Honor Books were selected : @ @ @ @ @ @ @ @ @ @ by Vaunda Micheaux Nelson and published by Carolrhoda Books , a division of Lerner Publishing ; and Thunder Rose , illustrated by Kadir Nelson , written by Jerdine Nolen and published by Silver Whistle , an imprint of Harcourt . <p> Occasionally awarded , the Coretta Scott King/John Steptoe New Talent Award affirms new talent and offers visibility to excellence in writing and/or illustration at the beginning of a career as a published children 's book creator .",Two Coretta Scott King Illustrator Honor Books,were,a Micheaux Nelson and published by Carolrhoda Books,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,864,text_acad_2004.txt
numeric_inversion,"Sibert Informational Book @ @ @ @ @ @ @ @ @ @ The book was published by Clarion Books . <p> One Sibert Honor Book was named : I face the wind , written by Vicki Cobb , illustrated by Julia Gorton and published by HarperCollins . <p> The annual award is administered by the Association of Library Service to Children , a division of the American Library Association .",One Sibert Honor Book,was,a Gorton and published by HarperCollins,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,868,text_acad_2004.txt
numeric_inversion,"Pura Balpr Award <p> Winner of the 2004 Pura Balpr Award for narrative is Julia Alvarez , author of Before we were free , published by Alfred A , Knopf , Winner of the 2004 Pura Balpr Award for illustration is Yuyi Morales , illustrator of Just @ @ @ @ @ @ @ @ @ @ published by Chronicle Books . <p> Five Balpr Honor Books were named , For narrative : Cuba 15 , written by Nancy Osa and published by Delacorte Press ; and My diary from here to there/Mi diario de aqu hasta all , written by Amada Irma Prez and published by Children 's Book Press .",Five Balpr Honor Books,were,a 15,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,879,text_acad_2004.txt
numeric_inversion,"The award is named for the late Michael Printz , a Topeka , KS , school librarian known for discovering and promoting quality books for young adults . <p> Four Printz Honor Books were named : A northern light , by Jennifer Donnelly , published by Harcourt , Inc ; house , by Helen Frost , published by Farrar , Straus , Giroux/Frances Foster Books ; Fat kid rules the world , by K.L.",Four Printz Honor Books,were,the world,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,847,887,text_acad_2004.txt
numeric_inversion,"Three types were determined -- Classics , Picture Books and Series .",Three types,were,Classics,Numeric Expression,False,medium,Common inversion verb,849,38,text_acad_2004.txt
complex_pp_inversion,"Ed. note : A related article by the authors , "" Using translated literature to enhance the curriculum "" , will be featured in the June 2003 issue of Teacher Librarian , 31 ( 5 ) . <p> In spite of the fact that publishers continue to produce @ @ @ @ @ @ @ @ @ @ recommended titles are available in all genres , subject areas and from a variety of languages .",In spite of the fact that publishers continue to produce @ @ @ @ @ @ @ @ @ @ recommended titles,are,a variety of languages,PP (Complex Prepositional Phrase),True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,849,70,text_acad_2004.txt
numeric_inversion,"HOW CAN PUBLIC ENGAGEMENT FACILITATE @ @ @ @ @ @ @ @ @ @ of the business community , and service organizations to identify academic goals and standards and quantify measures of progress "" sends the message that what students learn and how well they learn it is n't an issue just for teachers and administrators but is a real priority for the community as well "" ( Wright &; Saks , 2000 ) . <p> Five methods that help school boards and administrators engage the public are : focus groups , telephone polling , public meetings , e-mail and study circles ( Resnick , 2000 ) . <p> Focus groups , which bring together a diverse group of 10 to 15 people to discuss a specific topic , can help school systems understand what issues they are facing .",Five methods that help school boards and administrators engage the public,are,a diverse group of 10 to 15 people to discuss a specific topic,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,851,24,text_acad_2004.txt
numeric_inversion,"One example is Canada 's SchoolNet ( see the "" Learning Resources "" section ) ; another is MERLOT ( maintained by the Educational Object Economy Foundation in the US ) .",One example,is,"a 's SchoolNet ( see the "" Learning Resources "" section )",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,853,49,text_acad_2004.txt
numeric_inversion,THE ASSIGNMENT <p> One of the technology projects that students choose provides them with an authentic web site evaluation experience in which they are required to assess a school or library resource center web site and provide feedback on how to improve its quality .,One of the technology projects that students choose provides them with an authentic web site evaluation experience in which they,are,a school or library resource center web site and provide feedback on how to improve its quality,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,857,7,text_acad_2004.txt
numeric_inversion,"One of those students was Megan Riccardi , a school media student in the School of Information Studies . <p> "" I chose the web site evaluation project because I thought it would help me gain a critical eye when determining validity in a Web resource , "" said Megan . "" As more and more information is made available online , it is important to have the skills necessary to determine what content is reliable and to make sure your students can also tell the difference . "" What Megan would soon learn is that , with the information she provided , she would be helping her "" client "" to also develop this "" critical eye . "" THE EVALUATION TEAM <p> Students form a team of three people , acting @ @ @ @ @ @ @ @ @ @ classmates or people outside of class .",One of those students,was,"this "" critical eye",Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,857,12,text_acad_2004.txt
numeric_inversion,"One was a reference librarian at the University library and student in Syracuse University 's Master of Library Science Program and the other one worked for the University 's office of continuing education and was enrolled in Syracuse University 's Instructional Design , Development and Evaluation graduate degree program .",One was a reference librarian at the University library and student in Syracuse University 's Master of Library Science Program and the other one worked for the University 's office of continuing education and,was,Syracuse,Numeric Expression,False,medium,Common inversion verb; Very long fronted constituent,857,15,text_acad_2004.txt
numeric_inversion,Two quick ways to improve this site would be to provide the author of @ @ @ @ @ @ @ @ @ @ links are viable .,Two quick ways to improve this site would be to provide the author of @ @ @ @ @ @ @ @ @ @ links,are,viable,Numeric Expression,False,medium,Common inversion verb; Very long fronted constituent,857,32,text_acad_2004.txt
numeric_inversion,"COMMUNITY BUILDING <p> One belief is that a primary function of literature circles is to create a classroom community in which students and teachers can learn from and with each other ( King , 2001 ) .",One belief,is,"a primary function of literature circles is to create a classroom community in which students and teachers can learn from and with each other ( King , 2001 )",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,858,10,text_acad_2004.txt
complex_pp_inversion,"On the other hand , a wireless network that will extend the value of the handheld computers as educational tools is not necessarily cheap or easy to maintain . <p> David Pownell and Gerald Bailey ( 2001 ) have predicted that handheld computers will be "" the next machines that will change the face of our everyday lives . "" Handhelds can , they say , "" be used to enhance teaching and learning . "" To guide schools that are venturing into this area , they have identified factors in the school setting that can facilitate the effective educational use of new technologies such as handheld computers .",To guide schools that,are,this area,PP (Complex Prepositional Phrase),False,high,Subject starts with determiner; Common inversion verb,859,37,text_acad_2004.txt
numeric_inversion,"Adaptable to all grades , the Five Key Questions are designed to help children and young people critique and challenge the thousands of media messages that bombard @ @ @ @ @ @ @ @ @ @ and available for downloading at the CML web site ( www.medialit.org ) , the CML MediaLit Kit provides an overview of the core elements in the burgeoning field of media literacy education as well as powerful and practical implementation tools for classrooms from kindergarten to college . <p> "" If democracy is to flourish in a global media culture , all citizens must have the ability to understand , analyze and evaluate what they see , hear and read , "" says Tessa Jolls , president and CEO of the Center . "" Learning , practicing and mastering the five key questions throughout a child 's schooling leads to an adult understanding of how media are created , what their purposes are and how to accept or reject their messages . "" <p> Based on the work of media scholars and educators in the US and around the world , each of the five key questions flows from a corresponding core concept and provides an entry point to explore the fundamental aspects of any media message : Who created this message ? ( authorship ) What creative techniques are used @ @ @ @ @ @ @ @ @ @ others understand this message differently from me ? ( audience ) What values and points of view are represented in , or omitted from , this message ? ( content ) Why is this message being sent ? ( motive ) <p> The kit 's components include a 28-page orientation guide for educators , health care providers and community leaders and a practical classroom guide with sample lessons for each of the five questions .",Five Key Questions,are,this message,Numeric Expression,False,medium,"Subject starts with determiner; Likely a question, not inversion; Common inversion verb",860,30,text_acad_2004.txt
numeric_inversion,"But Congress would not act , so renewal of the ESEA would have to wait till the next administration. 112 <p> Divided on how to interpret the race commission 's mandate , the Clinton administration remained uncertain about how to implement its recommendations . "" The One America initiative remained deadlocked , "" writes Blumenthal , "" until the end of the Clinton Administration , when a brief legislative summary was released as a substitute "" for such implementation. 113 The @ @ @ @ @ @ @ @ @ @ , "" contained in Clinton 's last message to Congress , decried the "" long list of disparities in .. . education . . . that still so often break down upon the color line . "" 114 But some civil rights leaders questioned the utility of the president 's valedictory . "" These gaps existed in 1992 , "" said Reverend Jesse Jackson of the Rainbow Coalition . "" He had eight years to work on them , but they required heavy lifting . "" 115 <p> Holder nonetheless lauds "" Clinton 's effort to talk about race "" as a "" step in the right direction , "" and Clinton himself fondly recalls the "" millions of people "" whom the One America endeavor "" involved in conversations about the current state of race relations . "" 116 Indeed , some racial progress had come by the end of the Clinton presidency .",One America initiative,remained,"a brief legislative summary was released as a substitute "" for such implementation",Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,862,125,text_acad_2004.txt
numeric_inversion,"Viewed in this light , the focal point of French administration is the cadre of hauts fonctionnaires , or high civil servants , that form an "" elite corps "" of trained experts who work closely with top politicians who manage the ministries and compose the government. 45 The French Higher Civil Service <p> One of the most notable characteristics that defines French administration is its corps of highly trained experts , or hauts fonctionnaires , who head the ministerial line agencies , and who are formally trained for public service in elite state graduate schools , grandes ecoles , that feed top graduates into the grands corps. 46 @ @ @ @ @ @ @ @ @ @ in Aix-en-Provence , France , describes the conception of corps in France as : PREFORMATTED TABLE <p> The grands corps are those considered to be the most prestigious ministries in the French Higher Civil Service such as the Conseil d'Etat ( Council of State ) , Cour des Comptes ( Court of Accounts ) , Inspection des Finances ( Finance Ministry ) , and , to a lesser degree , the Corps Prefectoral ( Local Government Ministry ) , and Corps Diplomatique ( Diplomatic Ministry ) . 48 <p> Recruitment into the French Higher Civil Service "" is ostensibly objective and egalitarian , depending as it does on merit and not birth , nepotism , or patronage . "" 49 It became centralized in 1945 through the adoption of competitive ranking based on a national examination ( concours ) .",One of the most notable characteristics that defines French administration,is,a lesser degree,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,863,22,text_acad_2004.txt
numeric_inversion,Two statistical tests for homogeneity of variances are Bartlett 's Box F Test and Cochran 's G test .,Two statistical tests for homogeneity of variances,are,an 's G test,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,864,140,text_acad_2004.txt
numeric_inversion,One measure of reliability depended on the level of agreement between the two raters in identifying which emotion was being exhibited by a particular subject toward @ @ @ @ @ @ @ @ @ @ two coders ( 82 subjects X 12 stimuli = 984 - 1 lost datum = 983 ) and were used in this analysis .,One measure of reliability depended on the level of agreement between the two raters in identifying which emotion,was,this analysis,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,864,151,text_acad_2004.txt
numeric_inversion,"Five years later he was sent to Akka , north of Haifa in modern day Israel , then in Ottoman Palestine. 5 In 1877 , the Ottoman governor of Akka ended Bah'u'llh 's imprisonment . @ @ @ @ @ @ @ @ @ @ ' 1-Bah ) purchased for his father the Mazra'ih estate near Akka , which he left in 1879 to take up residence at the Bahji estate until his death in 1892. 6 Shoghi Effendi , the grandson of ' Abdu ' 1-Bah , inherited the leadership of the Bah'is after a legal battle over the ownership of Bahji .",Five years later he,was,a in modern day Israel,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,865,7,text_acad_2004.txt
numeric_inversion,"He refers not to the conversion of Jews , but the "" apostasy of considerable numbers of Persian Jews . "" 62 One of Fischel 's observations demonstrates the degree to which the Persian Jewish community was isolated from the rest of world Jewry : PREFORMATTED TABLE <p> The condescending tone of this particular passage is astonishing .",One of Fischel 's observations demonstrates the degree to which the Persian Jewish community,was,this particular passage is astonishing,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,865,78,text_acad_2004.txt
numeric_inversion,One hundred pounds of explosives found hidden in Ressam 's car was destined to blow up Los Angeles International Airport .,One hundred pounds of explosives found hidden in Ressam 's car,was,Los,Numeric Expression,False,medium,Common inversion verb,866,24,text_acad_2004.txt
numeric_inversion,"Physical harm may come and go over time , but the rights of the people must be protected to the fullest extent at all times if such rights are to remain permanent . <p> One of the most important factors to consider in arguing against racial profiling is the policy itself and the various societal impacts associated with it .",One of the most important factors to consider in arguing against racial profiling,is,various societal impacts associated with it,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,867,27,text_acad_2004.txt
numeric_inversion,Nine ( thirty-two percent ) were Democrats ( ten Democrats won @ @ @ @ @ @ @ @ @ @ either party possessing LCV scores above seventy percent were reelected .,Nine ( thirty-two percent ),were,her party possessing LCV scores above seventy percent were reelected,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,868,72,text_acad_2004.txt
numeric_inversion,Three ( seventy-five percent ) of the four candidates with LCV scores ranging between forty and seventy percent were victorious .,Three ( seventy-five percent ) of the four candidates with LCV scores ranging between forty and seventy percent,were,victorious,Numeric Expression,False,medium,Common inversion verb; Very long fronted constituent,868,73,text_acad_2004.txt
numeric_inversion,"Thirteen of the fifteen candidates ( eighty-seven percent ) with LCV scores below forty percent were returned to the Senate . 14 <p> Three candidates who made the LCV 's 2002 "" Dirty Dozen "" list were elected , including Wayne Allard ( R-CO , 8% LCV score ) , an incumbent , and Representative Saxby Chambliss ( R-GA , 10% LCV score ) , who defeated Democratic Senator Max Cleland of Georgia .","Three candidates who made the LCV 's 2002 "" Dirty Dozen "" list",were,an incumbent,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,868,75,text_acad_2004.txt
numeric_inversion,"One hundred seventy-nine Democrats ( forty-seven percent ) were reelected , along with one Independent .",One hundred seventy-nine Democrats ( forty-seven percent ),were,one Independent,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,868,88,text_acad_2004.txt
coordinated_inversion,"In contrast to settlers in Grenada and the Grenadines who were forced to purchase improved estates from French residents , colonists in Tobago acquired undeveloped lots directly from the British Crown .",In contrast to settlers in Grenada and the Grenadines who,were,the British Crown,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,869,56,text_acad_2004.txt
coordinated_inversion,"The total sum of the payoffs for the players taking part in the game is always zero or some constant . 9 Unlike zero-sum games , non-zero sum games are ones in which a gain for one player does not automatically imply a loss for the other . 10 In @ @ @ @ @ @ @ @ @ @ for different players and the sum of the payoffs is neither zero nor a constant . 11 In the case of the U.S. versus radical Islamic groups , the game is of a non-zero nature , as are most games in the real world .",In @ @ @ @ @ @ @ @ @ @ for different players and the sum of the payoffs,is,a constant,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,870,19,text_acad_2004.txt
numeric_inversion,One group not experiencing this decline in legislative activity are those members of the House who are serving out their last term and who plan to become lobbyists .,One group not experiencing this decline in legislative activity,are,an to become lobbyists,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,871,3,text_acad_2004.txt
numeric_inversion,"Political scientist Gary Jacobson argues that lame duck Representatives are actually more willing to support unpopular positions than those who have to lace their constituents . 19 Others have similarly found that "" elections apparently discourage members from having a focused and potentially successful legislative agenda . "" 20 They argue that retiring members of Congress are more inclined to have a focused agenda than to sponsor "" frivolous legislation . "" 21 One possibility could be that the agenda is more focused because the Representative has a narrower constituency , that is , the group he/she is aiming to be employed by .",One possibility could be that the agenda,is,a narrower constituency,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,871,50,text_acad_2004.txt
numeric_inversion,Two major hypotheses are addressed .,Two major hypotheses,are,addressed,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,871,54,text_acad_2004.txt
numeric_inversion,"There were a total of 190 House members ( thirty-one percent ) for whom there is evidence of a post-congressional lobbying career , and 433 ( sixty-nine percent ) for whom there is no evidence of being a lobbyist . 26 Two Years Earlier <p> It is also hypothesized that history plays a role in legislative activity .",Two Years Earlier <p> It,is,a role in legislative activity,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,871,73,text_acad_2004.txt
numeric_inversion,One might expect that those who were active earlier in their public career will remain active towards @ @ @ @ @ @ @ @ @ @ never very active will remain fairly inactive .,One might expect that those who,were,their public career will remain active towards @ @ @ @ @ @ @ @ @ @ never very active will remain fairly inactive,Numeric Expression,False,medium,Subject starts with determiner; Common inversion verb; Subject much longer than fronted element,871,75,text_acad_2004.txt
numeric_inversion,"One possible explanation for this is that age , rather than tenure , serves as a surrogate for experience . <p> The column labeled sought other office indicates that only the previous term 's legislative activity is correlated with legislative activity during the Representative 's last term in office .",One possible explanation for this,is,a surrogate for experience,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,871,129,text_acad_2004.txt
complex_pp_inversion,"In this undergraduate fellows program that is substantially funded by a grant from Emory graduate and fashion mogul Kenneth Cole , selected students take classes on community building and conduct research projects for local nonprofit organizations . 6 Western Carolina University 's Local Government Youth Assembly <p> The Western Carolina University Public Policy Institute and Pi Gamma Mu chapter established the local government youth assembly to enhance teaching , learning , and community service .",In this undergraduate fellows program that,is,a grant from Emory graduate and fashion mogul Kenneth Cole,PP (Complex Prepositional Phrase),True,high,Subject starts with determiner; Common inversion verb,872,32,text_acad_2004.txt
numeric_inversion,Students from the Environment Committee created a makeshift recycling station and carried the cans home at the end of the event . <p> One of the liveliest components of the assembly was the thirty-minute legislative-lobhy session .,One of the liveliest components of the assembly,was,the thirty-minute legislative-lobhy session,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,872,66,text_acad_2004.txt
complex_pp_inversion,"To ensure that a large number of bills were considered and acted upon in a relatively short period of time , the presiding officers had to keep an eye on the clock and monitor the situation closely .",To ensure that a large number of bills,were,a relatively short period of time,PP (Complex Prepositional Phrase),False,high,Subject starts with determiner; Common inversion verb,872,71,text_acad_2004.txt
coordinated_inversion,"Thus he claimed that all judicial powers had been withdrawn from the qadis in 1873 and that even Qadi Ahmad had lost the authority to commit the debtors and disobedient to custody and was instead required to report them to the presiding British magistrate. 41 In reality the processes by which the qadis lost their judicial and notarial powers and functions were much more gradual and incomplete than the registrar claimed . <p> Thus it is clear that the duties of Qadi Hasan of Aden in 1881 still included judicial functions : PREFORMATTED TABLE <p> In 1893 , the qadis still exercised official some judicial authority ( "" settled religious affairs "" ) , issued certificates of sale , and managed some estates .",In reality the processes by which the qadis lost their judicial and notarial powers and functions,were,that the duties of Qadi Hasan of Aden in 1881 still included judicial functions,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,874,103,text_acad_2004.txt
numeric_inversion,"Her husband , Abd al-Ghaffur , narrated how a Hajja Safiya , an informal marriage broker , @ @ @ @ @ @ @ @ @ @ sons were old enough to marry and that two suitable girls had recently arrived from Jabal . "" One day when I was going to school as usual to learn , "" the young husband reported , "" my father told me not to go ... "" He was taken instead to Shaikh Othman and married to Zamla , in her absence .",One day when I,was,her told me not to go,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,874,152,text_acad_2004.txt
coordinated_inversion,"In one case we saw the British Court sentencing a man to a maintenance payment and the housing to which a wife was entitled under Islamic law. 115 From hindsight , this proved to be the beginning of a trend that gave wives considerable power to use the lack of adequate housing to either bring about the dissolution of a marriage or make a husband provide more resources . <p> This essay is also a case study in colonial Shari ' a and has brought into clearer focus the relationship between the qadis and the British Court .",In one case we saw the British Court sentencing a man to a maintenance payment and the housing to which a wife,was,this proved to be the beginning of a trend that gave wives considerable power to use the lack of adequate housing to either bring about the dissolution of a marriage or make a husband provide more resources,Coordinated Structure,True,medium,Subject starts with determiner; Common inversion verb; Very long fronted constituent,874,267,text_acad_2004.txt
numeric_inversion,"One third or more were ex-slaves , emancipated purposely to go to Liberia .",One third or more,were,Liberia,Numeric Expression,False,medium,Common inversion verb,875,37,text_acad_2004.txt
coordinated_inversion,"Nonetheless , as noted earlier in William Burke 's second communication to the Lees and Henry Hannon 's correspondence of 1846 , the immigrants succeeded in obtaining baking flour from "" tania "" ( Xanthosoma sagittfolium ) or "" eddoe "" ( probably a variety of Colocasia esculenta ) and rice ; others used flour from arrowroot ( Maranta arundinacea ) and corn to prepare bread. 69 <p> Among the plants and animals that prospered were the collards ( Brassica oleracea acephala ) , cabbage ( Brassica oleracea capitata ) , and lima beans ( Phaseolus lunatus ) . 70 Domestic animals seem to have done fairly well , 71 although the pigs thrived briefly and eventually perished "" from causes not exactly known . "" 72 The inability to successfully transplant the American swine must have been a disappointment to many Americo-Liberians as pork was an integral ingredient in their pre-Liberian diet. 73 Apparently , horses from the United States did not survive in Liberia either ; the ACS subsequently imported horses and donkeys from the Cape Verde Islands , all of @ @ @ @ @ @ @ @ @ @ transplant American plants and animals in Liberia were consistent with the mode of emigration by those who crossed the Atlantic Ocean following Columbus 's voyages to the New World .",Among the plants and animals that prospered,were,a oleracea acephala,Coordinated Structure,True,high,Subject starts with determiner; Common inversion verb,875,81,text_acad_2004.txt
numeric_inversion,"The most productive of these frontier settlements included Clay-Ashland ( founded in 1846 ) , New York ( 1852 ) and Arthington ( 1870 ) . 140 One of the questions that future research must now try to resolve is whether interior soils were more conducive for the cultivation of sugar cane and coffee .",One of the questions that future research must now try to resolve,is,her interior soils were more conducive for the cultivation of sugar cane and coffee,Numeric Expression,False,high,Subject starts with determiner; Common inversion verb,875,126,text_acad_2004.txt
